year,state,employer,salary_median,rate_year,rate_state,rate_employer,rate
2019,CA,postmates,160000,2019,CA,postmates,0.9411764705882353
2016,MI,silicon staff,67600,2016,MI,silicon staff,1.0
2017,TX,caprus,68827,2017,TX,caprus,0.9411764705882353
2018,TX,tnp,90650,2018,TX,tnp,0.4444444444444444
2019,NJ,trisync,96366,2019,NJ,trisync,0.6153846153846154
2016,VA,aol,88878,2016,VA,aol,1.0
2014,VA,adaequare,71614,2014,VA,adaequare,1.0
2016,CA,shutterfly,110000,2016,CA,shutterfly,1.0
2018,TX,hp,110032,2018,TX,hp,0.64
2014,NJ,macro,116800,2014,NJ,macro,1.0
2014,PA,comcast cable,75899,2014,PA,comcast cable,1.0
2014,CO,arkstek,61755,2014,CO,arkstek,0.8421052631578947
2017,TX,cigniti,69347,2017,TX,cigniti,1.0
2019,NJ,indus,94000,2019,NJ,indus,0.64
2019,TX,grenza,76000,2019,TX,grenza,0.5333333333333333
2017,TX,cirrus logic,108675,2017,TX,cirrus logic,0.9411764705882353
2015,OK,paycom payroll,65000,2015,OK,paycom payroll,1.0
2015,TX,tasacom,65000,2015,TX,tasacom,0.9411764705882353
2016,FL,jabil circuit,65000,2016,FL,jabil circuit,1.0
2016,MD,client,70000,2016,MD,client,0.9411764705882353
2017,IL,synapsis,68494,2017,IL,synapsis,0.9411764705882353
2018,TX,donato,90646,2018,TX,donato,0.8888888888888888
2016,CA,cloudera,105000,2016,CA,cloudera,1.0
2017,NJ,quest corp,86250,2017,NJ,quest corp,0.8888888888888888
2015,CA,nutanix,110000,2015,CA,nutanix,1.0
2016,CA,netsuite,95000,2016,CA,netsuite,0.9411764705882353
2016,TX,elan,70000,2016,TX,elan,1.0
2015,CA,cloudwick,88254,2015,CA,cloudwick,0.8888888888888888
2016,IL,here north,50856,2016,IL,here north,1.0
2015,MA,bahwan cybertek,72000,2015,MA,bahwan cybertek,1.0
2017,CA,edo,98987,2017,CA,edo,1.0
2014,CA,ispace,70000,2014,CA,ispace,1.0
2017,CA,lyft,120000,2017,CA,lyft,1.0
2016,WA,concur,114871,2016,WA,concur,1.0
2015,CA,carefusion,115149,2015,CA,carefusion,1.0
2019,NY,foot locker retail,83000,2019,NY,foot locker retail,1.0
2019,NY,tanisha,96400,2019,NY,tanisha,1.0
2016,TX,indeed,84739,2016,TX,indeed,0.9411764705882353
2018,OH,cleveland clinic,69000,2018,OH,cleveland clinic,0.9411764705882353
2017,TX,iq spectra,90002,2017,TX,iq spectra,0.9411764705882353
2017,MA,biogen,107500,2017,MA,biogen,1.0
2014,VA,capital one  ii,77700,2014,VA,capital one  ii,0.9411764705882353
2016,GA,idril,61000,2016,GA,idril,1.0
2016,MI,millennium,75000,2016,MI,millennium,0.8888888888888888
2018,NJ,technumen,87693,2018,NJ,technumen,0.8421052631578947
2019,NC,tabner,88670,2019,NC,tabner,0.7272727272727273
2018,TX,sage,90646,2018,TX,sage,0.7619047619047619
2016,MI,kumo,65811,2016,MI,kumo,0.8421052631578947
2013,CA,qualcomm,83075,2013,CA,qualcomm,1.0
2019,CA,robinhood markets,120000,2019,CA,robinhood markets,1.0
2018,TX,vyzer,92000,2018,TX,vyzer,0.4
2017,NJ,educational testing,105790,2017,NJ,educational testing,1.0
2014,CA,the gap,134638,2014,CA,the gap,1.0
2016,CA,aha net,100000,2016,CA,aha net,0.8888888888888888
2019,NJ,precision  corp,68380,2019,NJ,precision  corp,0.5517241379310345
2017,WI,johnson controls,94100,2017,WI,johnson controls,1.0
2017,TX,cgg,84000,2017,TX,cgg,1.0
2018,VA,teksky,92019,2018,VA,teksky,0.6153846153846154
2019,AR,protech,50000,2019,AR,protech,0.8888888888888888
2016,WA,zen3 info,89669,2016,WA,zen3 info,0.9411764705882353
2016,NJ,programming,64000,2016,NJ,programming,0.9411764705882353
2015,CA,tangome,115000,2015,CA,tangome,1.0
2015,CA,medallia,120000,2015,CA,medallia,0.8888888888888888
2019,TX,fujitsu,94806,2019,TX,fujitsu,1.0
2014,CA,tangome,82077,2014,CA,tangome,1.0
2018,MA,john hancock life insurance,130000,2018,MA,john hancock life insurance,1.0
2017,MI,info,78083,2017,MI,info,0.9411764705882353
2017,MA,partners healthcare,120000,2017,MA,partners healthcare,1.0
2019,NC,neo prism,89000,2019,NC,neo prism,0.27586206896551724
2017,CA,riverbed,125000,2017,CA,riverbed,1.0
2015,NJ,vortal,61500,2015,NJ,vortal,1.0
2018,NJ,swanktek,113256,2018,NJ,swanktek,0.6956521739130435
2015,NJ,cavalier,60000,2015,NJ,cavalier,1.0
2014,CA,intelliswift,90000,2014,CA,intelliswift,0.7272727272727273
2019,CA,tata elxsi,109242,2019,CA,tata elxsi,0.7619047619047619
2014,NJ,nexage,62000,2014,NJ,nexage,1.0
2014,NY,unique comp,72384,2014,NY,unique comp,1.0
2016,PA,the bank of new york mellon,60000,2016,PA,the bank of new york mellon,1.0
2019,IA,pioneer,77230,2019,IA,pioneer,0.5714285714285714
2017,CA,aha net,102500,2017,CA,aha net,0.8823529411764706
2017,KY,cool,60000,2017,KY,cool,0.9375
2016,TX,itcommence,65042,2016,TX,itcommence,0.9375
2015,GA,talent9,75000,2015,GA,talent9,0.8333333333333334
2014,CA,riot games,114837,2014,CA,riot games,1.0
2017,AZ,microchip,60258,2017,AZ,microchip,0.8823529411764706
2015,TX,endurance,65000,2015,TX,endurance,0.9375
2017,PA,ansys,69493,2017,PA,ansys,0.9375
2019,NJ,bridgetown,96595,2019,NJ,bridgetown,0.75
2017,NC,caliper,75000,2017,NC,caliper,1.0
2019,MO,skill voice,85925,2019,MO,skill voice,0.375
2019,NJ,summitworks,75130,2019,NJ,summitworks,0.8823529411764706
2018,NY,the new york times,127100,2018,NY,the new york times,1.0
2018,IL,hih,86000,2018,IL,hih,0.8823529411764706
2019,OH,microman,67621,2019,OH,microman,1.0
2017,MA,boston scientific,91603,2017,MA,boston scientific,1.0
2017,GA,ecovue,73500,2017,GA,ecovue,0.8823529411764706
2018,TX,fujitsu,95000,2018,TX,fujitsu,1.0
2019,PA,test design,71386,2019,PA,test design,1.0
2014,TX,silicon oratories,80000,2014,TX,silicon oratories,1.0
2018,MI,whirool,64000,2018,MI,whirool,0.75
2018,ME,tyler,79595,2018,ME,tyler,0.9375
2015,MO,monsanto,95000,2015,MO,monsanto,1.0
2017,PA,applied computer techniques,65000,2017,PA,applied computer techniques,0.5
2015,CA,machine zone,114802,2015,CA,machine zone,1.0
2017,CA,etouch,90000,2017,CA,etouch,0.9375
2018,NJ,itlize,67450,2018,NJ,itlize,0.75
2019,WA,pactera  na,70824,2019,WA,pactera  na,0.8823529411764706
2016,TX,accel,65100,2016,TX,accel,0.8823529411764706
2015,CA,gilead sciences,128939,2015,CA,gilead sciences,1.0
2018,NJ,anagh,93000,2018,NJ,anagh,0.5357142857142857
2019,PA,cloud epa,90646,2019,PA,cloud epa,0.7894736842105263
2015,CA,omnivision,61300,2015,CA,omnivision,1.0
2015,IL,neo prism,70000,2015,IL,neo prism,1.0
2017,CA,blizzard,101962,2017,CA,blizzard,1.0
2019,AR,invible tech,76524,2019,AR,invible tech,0.75
2015,TX,indeed,113880,2015,TX,indeed,1.0
2019,CA,niantic,71531,2019,CA,niantic,1.0
2019,CA,super micro computer,77667,2019,CA,super micro computer,0.8823529411764706
2017,WI,marshfield clinic,51646,2017,WI,marshfield clinic,1.0
2015,NJ,alltech,82285,2015,NJ,alltech,1.0
2019,DE,keane,86466,2019,DE,keane,0.7142857142857143
2018,TX,elan,74000,2018,TX,elan,1.0
2014,OH,integration,61000,2014,OH,integration,0.9375
2016,NJ,integrated,130000,2016,NJ,integrated,0.9375
2016,CA,agama,76440,2016,CA,agama,0.6521739130434783
2014,CA,stanford hospital  clinics,85010,2014,CA,stanford hospital  clinics,1.0
2016,VT,dealer dot,75000,2016,VT,dealer dot,1.0
2015,MD,inovalon,71614,2015,MD,inovalon,1.0
2017,CA,hewlett packard enterprise,126386,2017,CA,hewlett packard enterprise,1.0
2015,MD,the henry m jackson foundation,65000,2015,MD,the henry m jackson foundation,1.0
2015,TX,adeptmax,65000,2015,TX,adeptmax,0.8333333333333334
2014,TX,kennedy,70000,2014,TX,kennedy,0.7894736842105263
2019,FL,raymond james,80662,2019,FL,raymond james,0.8823529411764706
2017,NJ,superlogix,70000,2017,NJ,superlogix,0.6818181818181818
2015,CA,dropbox,135000,2015,CA,dropbox,0.8333333333333334
2015,PA,right click,75000,2015,PA,right click,0.9375
2017,CA,medeanalytics,80870,2017,CA,medeanalytics,1.0
2019,VA,rei,75601,2019,VA,rei,0.8823529411764706
2014,CT,bioinfo,62000,2014,CT,bioinfo,1.0
2018,CA,elementum scm,110000,2018,CA,elementum scm,0.8823529411764706
2016,WA,akvelon,87000,2016,WA,akvelon,0.8823529411764706
2015,OH,deemsys,80000,2015,OH,deemsys,0.6521739130434783
2017,NJ,ilogic,70221,2017,NJ,ilogic,0.5172413793103449
2017,MA,liberty mutual,82000,2017,MA,liberty mutual,1.0
2016,NJ,imatrix corp,75000,2016,NJ,imatrix corp,0.375
2018,NJ,lorhan,92000,2018,NJ,lorhan,0.625
2019,NJ,yotta,120000,2019,NJ,yotta,0.9375
2017,MA,bahwan cybertek,104000,2017,MA,bahwan cybertek,1.0
2019,VA,infomatics corp,93933,2019,VA,infomatics corp,0.7142857142857143
2016,OH,siemens plm,68744,2016,OH,siemens plm,1.0
2018,CA,gm cruise,102669,2018,CA,gm cruise,1.0
2018,MO,vizva tech,83470,2018,MO,vizva tech,0.6818181818181818
2015,VA,varnar,72000,2015,VA,varnar,0.8333333333333334
2017,NJ,new york  partners,72000,2017,NJ,new york  partners,1.0
2016,PA,noble,73000,2016,PA,noble,0.9375
2018,NY,corning,77896,2018,NY,corning,1.0
2016,MI,talent9,60000,2016,MI,talent9,0.8823529411764706
2018,NY,gcom,100000,2018,NY,gcom,1.0
2016,NJ,care,66000,2016,NJ,care,0.75
2014,NJ,audible,100000,2014,NJ,audible,1.0
2018,NJ,kellton tech,92768,2018,NJ,kellton tech,0.1388888888888889
2015,MD,infinite computer,89130,2015,MD,infinite computer,1.0
2019,TX,techno,85467,2019,TX,techno,0.5
2016,MI,central michigan,53000,2016,MI,central michigan,1.0
2014,GA,uktha,60000,2014,GA,uktha,0.9375
2016,WA,tableau,105000,2016,WA,tableau,1.0
2016,CA,proofpoint,142376,2016,CA,proofpoint,1.0
2015,GA,proficient,75338,2015,GA,proficient,1.0
2015,CA,fuhu,90000,2015,CA,fuhu,0.9375
2016,CA,csaa insurance,115300,2016,CA,csaa insurance,0.9375
2019,CA,enquero,96800,2019,CA,enquero,0.6818181818181818
2019,IL,wavicle,90000,2019,IL,wavicle,0.8333333333333334
2019,VA,cvent,72862,2019,VA,cvent,1.0
2019,TX,copart,90200,2019,TX,copart,1.0
2014,NJ,friendly consultants,63000,2014,NJ,friendly consultants,1.0
2018,DC,eab,100000,2018,DC,eab,1.0
2019,FL,florida atlantic,50500,2019,FL,florida atlantic,1.0
2015,PA,gallop,69347,2015,PA,gallop,1.0
2017,CA,aricent na,78354,2017,CA,aricent na,1.0
2019,NJ,i3 infotek,93746,2019,NJ,i3 infotek,0.2631578947368421
2017,GA,ebix,85000,2017,GA,ebix,0.8823529411764706
2016,AZ,galaxy i,76000,2016,AZ,galaxy i,0.7894736842105263
2017,NJ,nexage,71000,2017,NJ,nexage,1.0
2016,TX,core,60000,2016,TX,core,0.7894736842105263
2015,NJ,am logic,63000,2015,NJ,am logic,0.7894736842105263
2015,GA,sunray enterprise,60000,2015,GA,sunray enterprise,1.0
2016,TX,kairos,65042,2016,TX,kairos,0.9375
2015,CT,infowave,70000,2015,CT,infowave,1.0
2019,TX,elan,91915,2019,TX,elan,0.45454545454545453
2014,IL,orbitz worldwide,67440,2014,IL,orbitz worldwide,1.0
2018,NC,tabner,90000,2018,NC,tabner,0.8333333333333334
2017,NY,aig employee,113000,2017,NY,aig employee,1.0
2016,TX,expedent corp,60000,2016,TX,expedent corp,0.8823529411764706
2017,VA,capital one national association,104000,2017,VA,capital one national association,1.0
2017,NJ,orion  integrators,92768,2017,NJ,orion  integrators,0.9375
2017,VA,comscore,75000,2017,VA,comscore,1.0
2014,TX,yasme,69000,2014,TX,yasme,1.0
2018,CA,pocket gems,92955,2018,CA,pocket gems,1.0
2015,TX,expandtree,65229,2015,TX,expandtree,1.0
2016,NJ,boss  corp,65000,2016,NJ,boss  corp,1.0
2018,VA,moxie,92400,2018,VA,moxie,0.5769230769230769
2015,TX,unikon,69077,2015,TX,unikon,0.8333333333333334
2016,CA,infostretch,98342,2016,CA,infostretch,0.9375
2019,VA,sync,77420,2019,VA,sync,0.75
2019,AZ,jda,64584,2019,AZ,jda,0.8823529411764706
2017,NJ,krypto,71000,2017,NJ,krypto,0.8333333333333334
2019,VA,concepts,75546,2019,VA,concepts,0.75
2017,IL,ccc,71843,2017,IL,ccc,1.0
2015,CA,medeanalytics,72322,2015,CA,medeanalytics,0.9375
2017,CA,cavium,163363,2017,CA,cavium,1.0
2018,MI,techapex,72000,2018,MI,techapex,0.9375
2014,TX,sri anjaneya,58000,2014,TX,sri anjaneya,0.8823529411764706
2014,GA,virtue,61500,2014,GA,virtue,0.9375
2017,CA,maantic,80870,2017,CA,maantic,1.0
2016,MI,marvel,60000,2016,MI,marvel,0.8333333333333334
2016,NJ,visionet,65000,2016,NJ,visionet,1.0
2015,MA,amadeus north,95000,2015,MA,amadeus north,1.0
2019,VA,itiyam,94000,2019,VA,itiyam,0.5555555555555556
2014,MA,hewlettpackard,66300,2014,MA,hewlettpackard,1.0
2019,MA,bose,61797,2019,MA,bose,0.9375
2019,VA,ramsai,86778,2019,VA,ramsai,0.75
2018,NY,hallmark,79000,2018,NY,hallmark,0.7777777777777778
2016,OH,cardinal health,72400,2016,OH,cardinal health,1.0
2016,VA,ajace,92250,2016,VA,ajace,0.9333333333333333
2014,AZ,kolla,72000,2014,AZ,kolla,0.875
2018,TX,centaurus  partners,74000,2018,TX,centaurus  partners,0.6363636363636364
2019,CA,zume,142500,2019,CA,zume,0.9333333333333333
2014,VA,vista applied,72000,2014,VA,vista applied,0.9333333333333333
2016,TX,lucent,68000,2016,TX,lucent,1.0
2014,GA,argha,60000,2014,GA,argha,1.0
2015,MI,robert bosch,85000,2015,MI,robert bosch,1.0
2018,IL,grubhub s,83000,2018,IL,grubhub s,1.0
2017,TX,tech mahindra,87652,2017,TX,tech mahindra,0.7
2019,VA,bell,93933,2019,VA,bell,0.9333333333333333
2016,NJ,ana,81600,2016,NJ,ana,1.0
2017,VA,towers watson delaware,88550,2017,VA,towers watson delaware,1.0
2018,WI,epic,84000,2018,WI,epic,1.0
2016,TX,dell,95098,2016,TX,dell,1.0
2015,PA,noble,60000,2015,PA,noble,1.0
2017,NJ,sliq,93000,2017,NJ,sliq,1.0
2018,UT,connvertex,77700,2018,UT,connvertex,0.8235294117647058
2015,MI,nexteer automotive,80000,2015,MI,nexteer automotive,1.0
2017,MI,dechen,63000,2017,MI,dechen,1.0
2016,NC,kronsys,73445,2016,NC,kronsys,0.4666666666666667
2018,VA,ven,90000,2018,VA,ven,0.45161290322580644
2019,CA,osi,111212,2019,CA,osi,0.875
2017,CA,techaspect,80000,2017,CA,techaspect,0.9333333333333333
2017,NC,eemphasys,81000,2017,NC,eemphasys,0.875
2017,CA,general electric,120000,2017,CA,general electric,0.9333333333333333
2019,CA,innominds,110000,2019,CA,innominds,0.7777777777777778
2014,TX,rackspace,95000,2014,TX,rackspace,1.0
2017,CA,lendingclub,130000,2017,CA,lendingclub,1.0
2019,MI,veoneer,73000,2019,MI,veoneer,0.875
2017,NJ,insurance  office,85000,2017,NJ,insurance  office,1.0
2017,CA,luminous tec,72821,2017,CA,luminous tec,1.0
2017,NJ,malvi,74000,2017,NJ,malvi,0.3333333333333333
2016,MA,amadeus north,94200,2016,MA,amadeus north,0.9333333333333333
2015,MN,3m,106552,2015,MN,3m,1.0
2016,FL,computer,60000,2016,FL,computer,1.0
2015,NJ,abal,62982,2015,NJ,abal,1.0
2015,NJ,ramps,62000,2015,NJ,ramps,0.9333333333333333
2014,NC,it people,66500,2014,NC,it people,0.9333333333333333
2019,MI,altair engineering,80000,2019,MI,altair engineering,0.9333333333333333
2016,TX,rackspace,105000,2016,TX,rackspace,0.9333333333333333
2015,MA,opusing,80000,2015,MA,opusing,1.0
2018,IL,transunion,80912,2018,IL,transunion,1.0
2018,TX,fpt  corp,73507,2018,TX,fpt  corp,0.8235294117647058
2017,TX,fujitsu,90600,2017,TX,fujitsu,1.0
2016,CA,medallia,120000,2016,CA,medallia,1.0
2018,CT,maganti,82000,2018,CT,maganti,0.875
2016,NJ,logi,64000,2016,NJ,logi,0.7
2015,PA,first,65000,2015,PA,first,1.0
2016,MI,vigilant,53000,2016,MI,vigilant,0.875
2019,WA,amazon robotics,109400,2019,WA,amazon robotics,0.9333333333333333
2018,NJ,ana,83320,2018,NJ,ana,0.875
2019,CO,trimble,75000,2019,CO,trimble,1.0
2017,GA,equifax,71900,2017,GA,equifax,0.9333333333333333
2019,CA,docusign,141700,2019,CA,docusign,1.0
2017,NJ,aci,75000,2017,NJ,aci,0.875
2017,TX,crowd,68827,2017,TX,crowd,0.5384615384615384
2014,IL,srk,69742,2014,IL,srk,0.7368421052631579
2017,GA,smart,65000,2017,GA,smart,1.0
2017,FL,siemens energy,122000,2017,FL,siemens energy,1.0
2016,TX,unikon,67184,2016,TX,unikon,1.0
2018,NJ,itechstack,72197,2018,NJ,itechstack,0.7777777777777778
2017,NJ,xoriant,90813,2017,NJ,xoriant,0.9333333333333333
2018,MA,schneider electric,107890,2018,MA,schneider electric,0.9333333333333333
2016,CA,intuitive surgical operations,98342,2016,CA,intuitive surgical operations,1.0
2019,CA,scale  research,86320,2019,CA,scale  research,1.0
2015,NJ,nartal,62000,2015,NJ,nartal,0.7777777777777778
2019,IL,andhus,82000,2019,IL,andhus,0.6666666666666666
2019,NY,wafts,71000,2019,NY,wafts,0.7777777777777778
2016,CA,hulu,120000,2016,CA,hulu,1.0
2019,TX,pritna,77500,2019,TX,pritna,0.5
2019,NJ,saligram,96366,2019,NJ,saligram,0.4
2014,TX,maruthi,62400,2014,TX,maruthi,1.0
2014,CA,sanra,63835,2014,CA,sanra,0.8235294117647058
2017,NH,serv,84000,2017,NH,serv,0.7777777777777778
2015,CA,spirent,88254,2015,CA,spirent,1.0
2015,TX,anveta,71000,2015,TX,anveta,0.9333333333333333
2018,NJ,warehouse,93000,2018,NJ,warehouse,0.35
2015,GA,nam,60010,2015,GA,nam,0.9333333333333333
2015,CT,yale new haven hospital,52665,2015,CT,yale new haven hospital,0.9333333333333333
2017,CA,hortonworks,102600,2017,CA,hortonworks,1.0
2019,NJ,trade markets,90000,2019,NJ,trade markets,1.0
2015,FL,jabil circuit,70000,2015,FL,jabil circuit,1.0
2017,CA,docker,117770,2017,CA,docker,0.9333333333333333
2015,MI,danlaw,80000,2015,MI,danlaw,1.0
2016,IL,whiz,60000,2016,IL,whiz,1.0
2016,IA,egiants,72000,2016,IA,egiants,0.8235294117647058
2014,OH,sudhi infomatics,63000,2014,OH,sudhi infomatics,0.6363636363636364
2017,NJ,summitworks,56700,2017,NJ,summitworks,0.875
2016,MN,octahedron,64126,2016,MN,octahedron,1.0
2016,CA,formac,100360,2016,CA,formac,0.7
2015,CA,apttus,72120,2015,CA,apttus,1.0
2015,CA,prolifics testing,75000,2015,CA,prolifics testing,0.9333333333333333
2016,NY,tenazx,72500,2016,NY,tenazx,0.875
2014,TX,servista,65000,2014,TX,servista,0.6363636363636364
2014,TN,sai,75442,2014,TN,sai,0.9333333333333333
2019,MA,emd millipore,103867,2019,MA,emd millipore,0.9333333333333333
2015,VA,gssr,90000,2015,VA,gssr,1.0
2015,CA,nimble storage,120000,2015,CA,nimble storage,1.0
2019,PA,cogent,73000,2019,PA,cogent,0.6363636363636364
2015,GA,home depot,100000,2015,GA,home depot,1.0
2016,MI,roush management,68000,2016,MI,roush management,0.9333333333333333
2015,MS,the  of mississippi,60000,2015,MS,the  of mississippi,1.0
2015,TX,sigma,64418,2015,TX,sigma,1.0
2015,NJ,nixsol,62000,2015,NJ,nixsol,0.9333333333333333
2017,NC,it people,70000,2017,NC,it people,1.0
2019,MI,pi square,87500,2019,MI,pi square,0.3684210526315789
2019,CA,8x8,135456,2019,CA,8x8,1.0
2018,NJ,ipolarity,93000,2018,NJ,ipolarity,0.4827586206896552
2018,TX,swift,91000,2018,TX,swift,0.7777777777777778
2014,TX,zuven,84000,2014,TX,zuven,1.0
2016,GA,it division,60000,2016,GA,it division,0.9333333333333333
2019,CT,stanley black  decker,72301,2019,CT,stanley black  decker,0.875
2014,MI,saras,55000,2014,MI,saras,0.9333333333333333
2016,TX,fujitsu,89400,2016,TX,fujitsu,1.0
2017,NJ,egrove,68266,2017,NJ,egrove,1.0
2015,FL,yash creations,75000,2015,FL,yash creations,1.0
2015,MI,point,60000,2015,MI,point,0.6363636363636364
2014,CA,square,117229,2014,CA,square,1.0
2019,TX,innovative intelligent,93538,2019,TX,innovative intelligent,0.2916666666666667
2019,CA,move,127635,2019,CA,move,0.7777777777777778
2017,IL,minds,90000,2017,IL,minds,0.9333333333333333
2015,VA,concert tech,70000,2015,VA,concert tech,0.8235294117647058
2016,OH,meridian,70000,2016,OH,meridian,0.9333333333333333
2014,CA,innominds,88254,2014,CA,innominds,0.8235294117647058
2017,SC,schaeffler,100000,2017,SC,schaeffler,1.0
2014,NJ,topnotch,65000,2014,NJ,topnotch,1.0
2016,NY,the nielsen,88000,2016,NY,the nielsen,1.0
2016,MI,emergtech,45000,2016,MI,emergtech,0.9333333333333333
2018,MD,meso scale diagnostics,75000,2018,MD,meso scale diagnostics,0.875
2014,NJ,iris,100000,2014,NJ,iris,0.9333333333333333
2019,TX,prodigy,94000,2019,TX,prodigy,0.6086956521739131
2015,CA,bank of the west,100000,2015,CA,bank of the west,1.0
2015,NJ,mintex tech,61422,2015,NJ,mintex tech,0.9333333333333333
2014,NY,gcom,110000,2014,NY,gcom,1.0
2014,CA,palo alto,130000,2014,CA,palo alto,1.0
2016,GA,dsys,60000,2016,GA,dsys,1.0
2017,NJ,isite,70221,2017,NJ,isite,0.9333333333333333
2015,CA,expedia,106419,2015,CA,expedia,1.0
2018,TX,vastika,83200,2018,TX,vastika,0.56
2014,CA,assigncorp,100000,2014,CA,assigncorp,0.8235294117647058
2017,MI,reva enterprises,72000,2017,MI,reva enterprises,0.875
2016,WA,c2s,84739,2016,WA,c2s,0.9333333333333333
2014,VA,capital one national association,90000,2014,VA,capital one national association,1.0
2017,NJ,itechstack,73590,2017,NJ,itechstack,1.0
2015,CA,iit jobs,75000,2015,CA,iit jobs,0.8125
2017,WA,f5,99382,2017,WA,f5,0.9285714285714286
2017,AZ,kolla,78021,2017,AZ,kolla,0.8666666666666667
2019,MD,aditi,68000,2019,MD,aditi,0.9285714285714286
2019,KY,cool,76003,2019,KY,cool,0.9285714285714286
2019,NJ,binary computer intl corp,95000,2019,NJ,binary computer intl corp,0.8666666666666667
2016,CA,klatencor,122236,2016,CA,klatencor,1.0
2016,VA,idexcel,72000,2016,VA,idexcel,0.7222222222222222
2016,IL,ssb,68931,2016,IL,ssb,0.8125
2018,CA,ellie mae,130000,2018,CA,ellie mae,0.9285714285714286
2019,NJ,nam,97000,2019,NJ,nam,1.0
2017,TX,cloudgen,70000,2017,TX,cloudgen,1.0
2016,MN,sagitec,94000,2016,MN,sagitec,0.8666666666666667
2019,MN,optum,80925,2019,MN,optum,0.9285714285714286
2019,CA,whatsapp,120000,2019,CA,whatsapp,1.0
2014,MI,onstar,99492,2014,MI,onstar,0.9285714285714286
2017,CA,quantum secure,94620,2017,CA,quantum secure,0.9285714285714286
2018,MI,technovision,72000,2018,MI,technovision,0.5652173913043478
2018,CA,general electric,115000,2018,CA,general electric,0.9285714285714286
2016,NJ,trn,60000,2016,NJ,trn,0.9285714285714286
2017,TX,sigma,68827,2017,TX,sigma,0.8666666666666667
2014,MA,dotcom team,90000,2014,MA,dotcom team,0.8666666666666667
2019,CA,coursera,125112,2019,CA,coursera,1.0
2016,TX,fpt  corp,65042,2016,TX,fpt  corp,0.9285714285714286
2015,IA,pioneer,60000,2015,IA,pioneer,0.9285714285714286
2016,TX,sapphire,70000,2016,TX,sapphire,0.9285714285714286
2017,TX,vantage erp,75000,2017,TX,vantage erp,0.8125
2019,NY,tower research capital,145000,2019,NY,tower research capital,1.0
2017,IL,morningstar,85000,2017,IL,morningstar,0.9285714285714286
2016,NJ,procure professionals,60000,2016,NJ,procure professionals,0.7647058823529411
2017,MD,medical science  computing,95000,2017,MD,medical science  computing,1.0
2019,CA,loyola marymount,74589,2019,CA,loyola marymount,0.9285714285714286
2019,CA,finisar,95855,2019,CA,finisar,0.9285714285714286
2014,KY,cool,63000,2014,KY,cool,1.0
2016,TX,united,62754,2016,TX,united,0.9285714285714286
2019,PA,sure tech,74000,2019,PA,sure tech,1.0
2017,VA,aol,70803,2017,VA,aol,1.0
2014,VA,target,70000,2014,VA,target,1.0
2017,CA,selectiva,111000,2017,CA,selectiva,1.0
2019,OR,prodapt north,90480,2019,OR,prodapt north,0.7647058823529411
2016,NY,alliancebernstein,92000,2016,NY,alliancebernstein,1.0
2019,CA,experian,120481,2019,CA,experian,1.0
2017,MI,esg automotive,67000,2017,MI,esg automotive,1.0
2014,CA,telenav,115000,2014,CA,telenav,0.9285714285714286
2014,CA,infinera,103794,2014,CA,infinera,1.0
2015,NC,it people,70000,2015,NC,it people,1.0
2017,NJ,prabhav,70000,2017,NJ,prabhav,0.6190476190476191
2018,CA,credit karma,149000,2018,CA,credit karma,1.0
2014,NJ,techno,73450,2014,NJ,techno,0.8666666666666667
2016,NJ,kellton tech,70000,2016,NJ,kellton tech,1.0
2016,TX,codesource 360,62000,2016,TX,codesource 360,0.8666666666666667
2013,FL,citrix,70000,2013,FL,citrix,1.0
2018,PA,solomons,87300,2018,PA,solomons,0.5652173913043478
2018,NC,it keysource,83470,2018,NC,it keysource,0.7222222222222222
2017,TX,saipsit,72000,2017,TX,saipsit,0.9285714285714286
2014,NJ,technumen,73445,2014,NJ,technumen,0.7647058823529411
2017,NJ,jm,75000,2017,NJ,jm,1.0
2019,NC,metrix,88670,2019,NC,metrix,0.4642857142857143
2016,CA,selectiva,99000,2016,CA,selectiva,0.9285714285714286
2019,CA,p2p tek,121077,2019,CA,p2p tek,0.7647058823529411
2019,MA,quantiphi,90000,2019,MA,quantiphi,0.8666666666666667
2017,TX,cloud hybrid,69000,2017,TX,cloud hybrid,0.9285714285714286
2015,DC,the advisory board,91144,2015,DC,the advisory board,1.0
2017,PA,liquidhub,95000,2017,PA,liquidhub,0.8666666666666667
2014,CA,juniper,98488,2014,CA,juniper,1.0
2019,CA,roche molecular,120000,2019,CA,roche molecular,0.9285714285714286
2017,PA,merchant,87000,2017,PA,merchant,1.0
2017,VA,metanoia,70803,2017,VA,metanoia,0.7222222222222222
2019,TX,tekgence,92000,2019,TX,tekgence,0.6842105263157895
2016,CA,intelliswift,98342,2016,CA,intelliswift,0.7647058823529411
2019,VA,sky,94000,2019,VA,sky,1.0
2015,NJ,cygnus professionals,77210,2015,NJ,cygnus professionals,1.0
2016,NJ,innovatis,70000,2016,NJ,innovatis,1.0
2017,CA,pure storage,120000,2017,CA,pure storage,1.0
2015,CA,key,75000,2015,CA,key,0.7647058823529411
2015,NJ,ssh,61422,2015,NJ,ssh,1.0
2016,NJ,rang,84000,2016,NJ,rang,0.8666666666666667
2015,NJ,new york  partners,72000,2015,NJ,new york  partners,1.0
2014,CA,verti,90418,2014,CA,verti,0.9285714285714286
2015,FL,swift tech,50500,2015,FL,swift tech,1.0
